timestamp,sleep_stage
2024-05-30 21:49:00,Wake
2024-05-30 21:49:30,Wake
2024-05-30 21:50:00,Wake
2024-05-30 21:50:30,Wake
2024-05-30 21:51:00,Wake
2024-05-30 21:51:30,Wake
2024-05-30 21:52:00,Wake
2024-05-30 21:52:30,Wake
2024-05-30 21:53:00,Wake
2024-05-30 21:53:30,Wake
2024-05-30 21:54:00,Wake
2024-05-30 21:54:30,Wake
2024-05-30 21:55:00,Wake
2024-05-30 21:55:30,Wake
2024-05-30 21:56:00,Wake
2024-05-30 21:56:30,Wake
2024-05-30 21:57:00,Wake
2024-05-30 21:57:30,Wake
2024-05-30 21:58:00,Wake
2024-05-30 21:58:30,Wake
2024-05-30 21:59:00,Wake
2024-05-30 21:59:30,Wake
2024-05-30 22:00:00,Wake
2024-05-30 22:00:30,Wake
2024-05-30 22:01:00,Wake
2024-05-30 22:01:30,Wake
2024-05-30 22:02:00,Wake
2024-05-30 22:02:30,Wake
2024-05-30 22:03:00,Wake
2024-05-30 22:03:30,Wake
2024-05-30 22:04:00,Wake
2024-05-30 22:04:30,Wake
2024-05-30 22:05:00,Wake
2024-05-30 22:05:30,Wake
2024-05-30 22:06:00,Wake
2024-05-30 22:06:30,Wake
2024-05-30 22:07:00,Wake
2024-05-30 22:07:30,Wake
2024-05-30 22:08:00,Wake
2024-05-30 22:08:30,Wake
2024-05-30 22:09:00,Wake
2024-05-30 22:09:30,Wake
2024-05-30 22:10:00,Wake
2024-05-30 22:10:30,Wake
2024-05-30 22:11:00,Wake
2024-05-30 22:11:30,Wake
2024-05-30 22:12:00,Wake
2024-05-30 22:12:30,Wake
2024-05-30 22:13:00,Wake
2024-05-30 22:13:30,Wake
2024-05-30 22:14:00,Wake
2024-05-30 22:14:30,Wake
2024-05-30 22:15:00,Wake
2024-05-30 22:15:30,Wake
2024-05-30 22:16:00,Wake
2024-05-30 22:16:30,Wake
2024-05-30 22:17:00,Wake
2024-05-30 22:17:30,Wake
2024-05-30 22:18:00,Wake
2024-05-30 22:18:30,Wake
2024-05-30 22:19:00,Wake
2024-05-30 22:19:30,Wake
2024-05-30 22:20:00,Wake
2024-05-30 22:20:30,Wake
2024-05-30 22:21:00,Wake
2024-05-30 22:21:30,Wake
2024-05-30 22:22:00,Wake
2024-05-30 22:22:30,Wake
2024-05-30 22:23:00,Wake
2024-05-30 22:23:30,Wake
2024-05-30 22:24:00,Wake
2024-05-30 22:24:30,Wake
2024-05-30 22:25:00,Wake
2024-05-30 22:25:30,Wake
2024-05-30 22:26:00,Wake
2024-05-30 22:26:30,Wake
2024-05-30 22:27:00,Wake
2024-05-30 22:27:30,Wake
2024-05-30 22:28:00,Wake
2024-05-30 22:28:30,Wake
2024-05-30 22:29:00,Wake
2024-05-30 22:29:30,Wake
2024-05-30 22:30:00,Wake
2024-05-30 22:30:30,Wake
2024-05-30 22:31:00,Wake
2024-05-30 22:31:30,Wake
2024-05-30 22:32:00,Wake
2024-05-30 22:32:30,Wake
2024-05-30 22:33:00,Wake
2024-05-30 22:33:30,Wake
2024-05-30 22:34:00,Wake
2024-05-30 22:34:30,Wake
2024-05-30 22:35:00,Wake
2024-05-30 22:35:30,Wake
2024-05-30 22:36:00,Wake
2024-05-30 22:36:30,Wake
2024-05-30 22:37:00,Wake
2024-05-30 22:37:30,Wake
2024-05-30 22:38:00,Wake
2024-05-30 22:38:30,Wake
2024-05-30 22:39:00,Wake
2024-05-30 22:39:30,Wake
2024-05-30 22:40:00,Wake
2024-05-30 22:40:30,Wake
2024-05-30 22:41:00,Wake
2024-05-30 22:41:30,Wake
2024-05-30 22:42:00,Wake
2024-05-30 22:42:30,Wake
2024-05-30 22:43:00,Wake
2024-05-30 22:43:30,Wake
2024-05-30 22:44:00,Wake
2024-05-30 22:44:30,Wake
2024-05-30 22:45:00,Wake
2024-05-30 22:45:30,Wake
2024-05-30 22:46:00,Wake
2024-05-30 22:46:30,Wake
2024-05-30 22:47:00,Wake
2024-05-30 22:47:30,Wake
2024-05-30 22:48:00,Wake
2024-05-30 22:48:30,Wake
2024-05-30 22:49:00,Wake
2024-05-30 22:49:30,Wake
2024-05-30 22:50:00,Wake
2024-05-30 22:50:30,Wake
2024-05-30 22:51:00,Wake
2024-05-30 22:51:30,Wake
2024-05-30 22:52:00,Wake
2024-05-30 22:52:30,Wake
2024-05-30 22:53:00,Wake
2024-05-30 22:53:30,Wake
2024-05-30 22:54:00,Wake
2024-05-30 22:54:30,Wake
2024-05-30 22:55:00,Wake
2024-05-30 22:55:30,Wake
2024-05-30 22:56:00,Wake
2024-05-30 22:56:30,Wake
2024-05-30 22:57:00,Wake
2024-05-30 22:57:30,Wake
2024-05-30 22:58:00,Wake
2024-05-30 22:58:30,Wake
2024-05-30 22:59:00,Wake
2024-05-30 22:59:30,Wake
2024-05-30 23:00:00,Wake
2024-05-30 23:00:30,Wake
2024-05-30 23:01:00,Wake
2024-05-30 23:01:30,Wake
2024-05-30 23:02:00,Wake
2024-05-30 23:02:30,Wake
2024-05-30 23:03:00,Wake
2024-05-30 23:03:30,Wake
2024-05-30 23:04:00,Wake
2024-05-30 23:04:30,Wake
2024-05-30 23:05:00,Wake
2024-05-30 23:05:30,Wake
2024-05-30 23:06:00,Wake
2024-05-30 23:06:30,Wake
2024-05-30 23:07:00,Wake
2024-05-30 23:07:30,Wake
2024-05-30 23:08:00,Wake
2024-05-30 23:08:30,Wake
2024-05-30 23:09:00,Wake
2024-05-30 23:09:30,Wake
2024-05-30 23:10:00,Wake
2024-05-30 23:10:30,Wake
2024-05-30 23:11:00,Wake
2024-05-30 23:11:30,Wake
2024-05-30 23:12:00,Wake
2024-05-30 23:12:30,Wake
2024-05-30 23:13:00,Wake
2024-05-30 23:13:30,Wake
2024-05-30 23:14:00,Wake
2024-05-30 23:14:30,Wake
2024-05-30 23:15:00,Wake
2024-05-30 23:15:30,Wake
2024-05-30 23:16:00,Wake
2024-05-30 23:16:30,Wake
2024-05-30 23:17:00,Wake
2024-05-30 23:17:30,Wake
2024-05-30 23:18:00,Wake
2024-05-30 23:18:30,Wake
2024-05-30 23:19:00,Wake
2024-05-30 23:19:30,Wake
2024-05-30 23:20:00,Wake
2024-05-30 23:20:30,Wake
2024-05-30 23:21:00,Wake
2024-05-30 23:21:30,Wake
2024-05-30 23:22:00,Wake
2024-05-30 23:22:30,Wake
2024-05-30 23:23:00,Wake
2024-05-30 23:23:30,Wake
2024-05-30 23:24:00,Wake
2024-05-30 23:24:30,Wake
2024-05-30 23:25:00,Wake
2024-05-30 23:25:30,Wake
2024-05-30 23:26:00,Wake
2024-05-30 23:26:30,Wake
2024-05-30 23:27:00,Wake
2024-05-30 23:27:30,Wake
2024-05-30 23:28:00,Wake
2024-05-30 23:28:30,Wake
2024-05-30 23:29:00,Wake
2024-05-30 23:29:30,Wake
2024-05-30 23:30:00,Wake
2024-05-30 23:30:30,Wake
2024-05-30 23:31:00,Wake
2024-05-30 23:31:30,Wake
2024-05-30 23:32:00,Wake
2024-05-30 23:32:30,Wake
2024-05-30 23:33:00,Wake
2024-05-30 23:33:30,Wake
2024-05-30 23:34:00,Wake
2024-05-30 23:34:30,Wake
2024-05-30 23:35:00,Wake
2024-05-30 23:35:30,Wake
2024-05-30 23:36:00,Wake
2024-05-30 23:36:30,Wake
2024-05-30 23:37:00,Wake
2024-05-30 23:37:30,Wake
2024-05-30 23:38:00,Wake
2024-05-30 23:38:30,Wake
2024-05-30 23:39:00,Wake
2024-05-30 23:39:30,Wake
2024-05-30 23:40:00,Wake
2024-05-30 23:40:30,Wake
2024-05-30 23:41:00,Wake
2024-05-30 23:41:30,Wake
2024-05-30 23:42:00,Wake
2024-05-30 23:42:30,Wake
2024-05-30 23:43:00,Wake
2024-05-30 23:43:30,Wake
2024-05-30 23:44:00,Wake
2024-05-30 23:44:30,N1
2024-05-30 23:45:00,N1
2024-05-30 23:45:30,N1
2024-05-30 23:46:00,N1
2024-05-30 23:46:30,N1
2024-05-30 23:47:00,N1
2024-05-30 23:47:30,N1
2024-05-30 23:48:00,N1
2024-05-30 23:48:30,N1
2024-05-30 23:49:00,N1
2024-05-30 23:49:30,N1
2024-05-30 23:50:00,N1
2024-05-30 23:50:30,N1
2024-05-30 23:51:00,N1
2024-05-30 23:51:30,N1
2024-05-30 23:52:00,N1
2024-05-30 23:52:30,N1
2024-05-30 23:53:00,N1
2024-05-30 23:53:30,N1
2024-05-30 23:54:00,N1
2024-05-30 23:54:30,N1
2024-05-30 23:55:00,N1
2024-05-30 23:55:30,N1
2024-05-30 23:56:00,N1
2024-05-30 23:56:30,N1
2024-05-30 23:57:00,N1
2024-05-30 23:57:30,N1
2024-05-30 23:58:00,N2
2024-05-30 23:58:30,N2
2024-05-30 23:59:00,N2
2024-05-30 23:59:30,N2
2024-05-31 00:00:00,N2
2024-05-31 00:00:30,N2
2024-05-31 00:01:00,N2
2024-05-31 00:01:30,N2
2024-05-31 00:02:00,N2
2024-05-31 00:02:30,N2
2024-05-31 00:03:00,N2
2024-05-31 00:03:30,N2
2024-05-31 00:04:00,N2
2024-05-31 00:04:30,N2
2024-05-31 00:05:00,N2
2024-05-31 00:05:30,N2
2024-05-31 00:06:00,N2
2024-05-31 00:06:30,N2
2024-05-31 00:07:00,N2
2024-05-31 00:07:30,N2
2024-05-31 00:08:00,N2
2024-05-31 00:08:30,N2
2024-05-31 00:09:00,N2
2024-05-31 00:09:30,N2
2024-05-31 00:10:00,N2
2024-05-31 00:10:30,N2
2024-05-31 00:11:00,N2
2024-05-31 00:11:30,N2
2024-05-31 00:12:00,N2
2024-05-31 00:12:30,N2
2024-05-31 00:13:00,N2
2024-05-31 00:13:30,N2
2024-05-31 00:14:00,N2
2024-05-31 00:14:30,N2
2024-05-31 00:15:00,N2
2024-05-31 00:15:30,N2
2024-05-31 00:16:00,N2
2024-05-31 00:16:30,N2
2024-05-31 00:17:00,N2
2024-05-31 00:17:30,N2
2024-05-31 00:18:00,N2
2024-05-31 00:18:30,N2
2024-05-31 00:19:00,N2
2024-05-31 00:19:30,N2
2024-05-31 00:20:00,N2
2024-05-31 00:20:30,N2
2024-05-31 00:21:00,N2
2024-05-31 00:21:30,N2
2024-05-31 00:22:00,N2
2024-05-31 00:22:30,N2
2024-05-31 00:23:00,N2
2024-05-31 00:23:30,N2
2024-05-31 00:24:00,N2
2024-05-31 00:24:30,N2
2024-05-31 00:25:00,N2
2024-05-31 00:25:30,N2
2024-05-31 00:26:00,N3
2024-05-31 00:26:30,N3
2024-05-31 00:27:00,N3
2024-05-31 00:27:30,N3
2024-05-31 00:28:00,N3
2024-05-31 00:28:30,N3
2024-05-31 00:29:00,N3
2024-05-31 00:29:30,N3
2024-05-31 00:30:00,N3
2024-05-31 00:30:30,N3
2024-05-31 00:31:00,N3
2024-05-31 00:31:30,N3
2024-05-31 00:32:00,N3
2024-05-31 00:32:30,N3
2024-05-31 00:33:00,N3
2024-05-31 00:33:30,N3
2024-05-31 00:34:00,N3
2024-05-31 00:34:30,N3
2024-05-31 00:35:00,N3
2024-05-31 00:35:30,N3
2024-05-31 00:36:00,N3
2024-05-31 00:36:30,N3
2024-05-31 00:37:00,N3
2024-05-31 00:37:30,N3
2024-05-31 00:38:00,N3
2024-05-31 00:38:30,N3
2024-05-31 00:39:00,N3
2024-05-31 00:39:30,N3
2024-05-31 00:40:00,N3
2024-05-31 00:40:30,N3
2024-05-31 00:41:00,Wake
2024-05-31 00:41:30,Wake
2024-05-31 00:42:00,Wake
2024-05-31 00:42:30,Wake
2024-05-31 00:43:00,Wake
2024-05-31 00:43:30,Wake
2024-05-31 00:44:00,Wake
2024-05-31 00:44:30,Wake
2024-05-31 00:45:00,Wake
2024-05-31 00:45:30,Wake
2024-05-31 00:46:00,Wake
2024-05-31 00:46:30,Wake
2024-05-31 00:47:00,Wake
2024-05-31 00:47:30,Wake
2024-05-31 00:48:00,Wake
2024-05-31 00:48:30,Wake
2024-05-31 00:49:00,Wake
2024-05-31 00:49:30,Wake
2024-05-31 00:50:00,Wake
2024-05-31 00:50:30,Wake
2024-05-31 00:51:00,Wake
2024-05-31 00:51:30,Wake
2024-05-31 00:52:00,Wake
2024-05-31 00:52:30,Wake
2024-05-31 00:53:00,Wake
2024-05-31 00:53:30,Wake
2024-05-31 00:54:00,Wake
2024-05-31 00:54:30,Wake
2024-05-31 00:55:00,Wake
2024-05-31 00:55:30,Wake
2024-05-31 00:56:00,Wake
2024-05-31 00:56:30,Wake
2024-05-31 00:57:00,Wake
2024-05-31 00:57:30,Wake
2024-05-31 00:58:00,Wake
2024-05-31 00:58:30,Wake
2024-05-31 00:59:00,Wake
2024-05-31 00:59:30,Wake
2024-05-31 01:00:00,Wake
2024-05-31 01:00:30,Wake
2024-05-31 01:01:00,Wake
2024-05-31 01:01:30,Wake
2024-05-31 01:02:00,Wake
2024-05-31 01:02:30,Wake
2024-05-31 01:03:00,N1
2024-05-31 01:03:30,N1
2024-05-31 01:04:00,N1
2024-05-31 01:04:30,N1
2024-05-31 01:05:00,N1
2024-05-31 01:05:30,N1
2024-05-31 01:06:00,N1
2024-05-31 01:06:30,N1
2024-05-31 01:07:00,N1
2024-05-31 01:07:30,N1
2024-05-31 01:08:00,N1
2024-05-31 01:08:30,N1
2024-05-31 01:09:00,N1
2024-05-31 01:09:30,N1
2024-05-31 01:10:00,N1
2024-05-31 01:10:30,N1
2024-05-31 01:11:00,N1
2024-05-31 01:11:30,N1
2024-05-31 01:12:00,N1
2024-05-31 01:12:30,N1
2024-05-31 01:13:00,N1
2024-05-31 01:13:30,N1
2024-05-31 01:14:00,N1
2024-05-31 01:14:30,N1
2024-05-31 01:15:00,N1
2024-05-31 01:15:30,N1
2024-05-31 01:16:00,N1
2024-05-31 01:16:30,N1
2024-05-31 01:17:00,N1
2024-05-31 01:17:30,N1
2024-05-31 01:18:00,N2
2024-05-31 01:18:30,N2
2024-05-31 01:19:00,N2
2024-05-31 01:19:30,N2
2024-05-31 01:20:00,N2
2024-05-31 01:20:30,N2
2024-05-31 01:21:00,N2
2024-05-31 01:21:30,N2
2024-05-31 01:22:00,N2
2024-05-31 01:22:30,N2
2024-05-31 01:23:00,N2
2024-05-31 01:23:30,N2
2024-05-31 01:24:00,N2
2024-05-31 01:24:30,N2
2024-05-31 01:25:00,N2
2024-05-31 01:25:30,N2
2024-05-31 01:26:00,N2
2024-05-31 01:26:30,N2
2024-05-31 01:27:00,N2
2024-05-31 01:27:30,N2
2024-05-31 01:28:00,N2
2024-05-31 01:28:30,N2
2024-05-31 01:29:00,N2
2024-05-31 01:29:30,N2
2024-05-31 01:30:00,N2
2024-05-31 01:30:30,N2
2024-05-31 01:31:00,N2
2024-05-31 01:31:30,N2
2024-05-31 01:32:00,N2
2024-05-31 01:32:30,N2
2024-05-31 01:33:00,N2
2024-05-31 01:33:30,N2
2024-05-31 01:34:00,N2
2024-05-31 01:34:30,N2
2024-05-31 01:35:00,N2
2024-05-31 01:35:30,N2
2024-05-31 01:36:00,N2
2024-05-31 01:36:30,N2
2024-05-31 01:37:00,N2
2024-05-31 01:37:30,N2
2024-05-31 01:38:00,N2
2024-05-31 01:38:30,N2
2024-05-31 01:39:00,N2
2024-05-31 01:39:30,N2
2024-05-31 01:40:00,N2
2024-05-31 01:40:30,N2
2024-05-31 01:41:00,N3
2024-05-31 01:41:30,N3
2024-05-31 01:42:00,N3
2024-05-31 01:42:30,N3
2024-05-31 01:43:00,N3
2024-05-31 01:43:30,N3
2024-05-31 01:44:00,N3
2024-05-31 01:44:30,N3
2024-05-31 01:45:00,N3
2024-05-31 01:45:30,N3
2024-05-31 01:46:00,N3
2024-05-31 01:46:30,N3
2024-05-31 01:47:00,N3
2024-05-31 01:47:30,N3
2024-05-31 01:48:00,N3
2024-05-31 01:48:30,N3
2024-05-31 01:49:00,N3
2024-05-31 01:49:30,N3
2024-05-31 01:50:00,N3
2024-05-31 01:50:30,N3
2024-05-31 01:51:00,N3
2024-05-31 01:51:30,N3
2024-05-31 01:52:00,N3
2024-05-31 01:52:30,N3
2024-05-31 01:53:00,N3
2024-05-31 01:53:30,N3
2024-05-31 01:54:00,N3
2024-05-31 01:54:30,N3
2024-05-31 01:55:00,N3
2024-05-31 01:55:30,N3
2024-05-31 01:56:00,N3
2024-05-31 01:56:30,N3
2024-05-31 01:57:00,N3
2024-05-31 01:57:30,N3
2024-05-31 01:58:00,N3
2024-05-31 01:58:30,N3
2024-05-31 01:59:00,N3
2024-05-31 01:59:30,N3
2024-05-31 02:00:00,N3
2024-05-31 02:00:30,N3
2024-05-31 02:01:00,N3
2024-05-31 02:01:30,N3
2024-05-31 02:02:00,N3
2024-05-31 02:02:30,N3
2024-05-31 02:03:00,N3
2024-05-31 02:03:30,N3
2024-05-31 02:04:00,N3
2024-05-31 02:04:30,N3
2024-05-31 02:05:00,N3
2024-05-31 02:05:30,N3
2024-05-31 02:06:00,N3
2024-05-31 02:06:30,N3
2024-05-31 02:07:00,N3
2024-05-31 02:07:30,N3
2024-05-31 02:08:00,N3
2024-05-31 02:08:30,N3
2024-05-31 02:09:00,N3
2024-05-31 02:09:30,N3
2024-05-31 02:10:00,N3
2024-05-31 02:10:30,N3
2024-05-31 02:11:00,N3
2024-05-31 02:11:30,N3
2024-05-31 02:12:00,N3
2024-05-31 02:12:30,N3
2024-05-31 02:13:00,N3
2024-05-31 02:13:30,N3
2024-05-31 02:14:00,N3
2024-05-31 02:14:30,N3
2024-05-31 02:15:00,N3
2024-05-31 02:15:30,N3
2024-05-31 02:16:00,N3
2024-05-31 02:16:30,N3
2024-05-31 02:17:00,N3
2024-05-31 02:17:30,REM
2024-05-31 02:18:00,REM
2024-05-31 02:18:30,REM
2024-05-31 02:19:00,REM
2024-05-31 02:19:30,REM
2024-05-31 02:20:00,REM
2024-05-31 02:20:30,REM
2024-05-31 02:21:00,REM
2024-05-31 02:21:30,REM
2024-05-31 02:22:00,REM
2024-05-31 02:22:30,REM
2024-05-31 02:23:00,REM
2024-05-31 02:23:30,REM
2024-05-31 02:24:00,REM
2024-05-31 02:24:30,REM
2024-05-31 02:25:00,REM
2024-05-31 02:25:30,REM
2024-05-31 02:26:00,REM
2024-05-31 02:26:30,REM
2024-05-31 02:27:00,REM
2024-05-31 02:27:30,REM
2024-05-31 02:28:00,REM
2024-05-31 02:28:30,REM
2024-05-31 02:29:00,REM
2024-05-31 02:29:30,REM
2024-05-31 02:30:00,REM
2024-05-31 02:30:30,REM
2024-05-31 02:31:00,REM
2024-05-31 02:31:30,REM
2024-05-31 02:32:00,REM
2024-05-31 02:32:30,REM
2024-05-31 02:33:00,REM
2024-05-31 02:33:30,REM
2024-05-31 02:34:00,REM
2024-05-31 02:34:30,REM
2024-05-31 02:35:00,REM
2024-05-31 02:35:30,REM
2024-05-31 02:36:00,REM
2024-05-31 02:36:30,N2
2024-05-31 02:37:00,N2
2024-05-31 02:37:30,N2
2024-05-31 02:38:00,N2
2024-05-31 02:38:30,N2
2024-05-31 02:39:00,N2
2024-05-31 02:39:30,N2
2024-05-31 02:40:00,N2
2024-05-31 02:40:30,N2
2024-05-31 02:41:00,N2
2024-05-31 02:41:30,N2
2024-05-31 02:42:00,N2
2024-05-31 02:42:30,N2
2024-05-31 02:43:00,N2
2024-05-31 02:43:30,N2
2024-05-31 02:44:00,N2
2024-05-31 02:44:30,N2
2024-05-31 02:45:00,N2
2024-05-31 02:45:30,N2
2024-05-31 02:46:00,N2
2024-05-31 02:46:30,N2
2024-05-31 02:47:00,N2
2024-05-31 02:47:30,N2
2024-05-31 02:48:00,N2
2024-05-31 02:48:30,N2
2024-05-31 02:49:00,N2
2024-05-31 02:49:30,N2
2024-05-31 02:50:00,N2
2024-05-31 02:50:30,N2
2024-05-31 02:51:00,Wake
2024-05-31 02:51:30,Wake
2024-05-31 02:52:00,Wake
2024-05-31 02:52:30,Wake
2024-05-31 02:53:00,Wake
2024-05-31 02:53:30,Wake
2024-05-31 02:54:00,Wake
2024-05-31 02:54:30,Wake
2024-05-31 02:55:00,Wake
2024-05-31 02:55:30,Wake
2024-05-31 02:56:00,Wake
2024-05-31 02:56:30,Wake
2024-05-31 02:57:00,Wake
2024-05-31 02:57:30,Wake
2024-05-31 02:58:00,Wake
2024-05-31 02:58:30,Wake
2024-05-31 02:59:00,Wake
2024-05-31 02:59:30,Wake
2024-05-31 03:00:00,Wake
2024-05-31 03:00:30,Wake
2024-05-31 03:01:00,Wake
2024-05-31 03:01:30,Wake
2024-05-31 03:02:00,Wake
2024-05-31 03:02:30,Wake
2024-05-31 03:03:00,Wake
2024-05-31 03:03:30,Wake
2024-05-31 03:04:00,Wake
2024-05-31 03:04:30,Wake
2024-05-31 03:05:00,Wake
2024-05-31 03:05:30,Wake
2024-05-31 03:06:00,Wake
2024-05-31 03:06:30,Wake
2024-05-31 03:07:00,Wake
2024-05-31 03:07:30,Wake
2024-05-31 03:08:00,Wake
2024-05-31 03:08:30,Wake
2024-05-31 03:09:00,Wake
2024-05-31 03:09:30,Wake
2024-05-31 03:10:00,Wake
2024-05-31 03:10:30,Wake
2024-05-31 03:11:00,Wake
2024-05-31 03:11:30,Wake
2024-05-31 03:12:00,Wake
2024-05-31 03:12:30,Wake
2024-05-31 03:13:00,Wake
2024-05-31 03:13:30,Wake
2024-05-31 03:14:00,Wake
2024-05-31 03:14:30,Wake
2024-05-31 03:15:00,Wake
2024-05-31 03:15:30,Wake
2024-05-31 03:16:00,Wake
2024-05-31 03:16:30,Wake
2024-05-31 03:17:00,Wake
2024-05-31 03:17:30,Wake
2024-05-31 03:18:00,Wake
2024-05-31 03:18:30,Wake
2024-05-31 03:19:00,Wake
2024-05-31 03:19:30,Wake
2024-05-31 03:20:00,Wake
2024-05-31 03:20:30,Wake
2024-05-31 03:21:00,Wake
2024-05-31 03:21:30,Wake
2024-05-31 03:22:00,Wake
2024-05-31 03:22:30,Wake
2024-05-31 03:23:00,Wake
2024-05-31 03:23:30,Wake
2024-05-31 03:24:00,Wake
2024-05-31 03:24:30,Wake
2024-05-31 03:25:00,Wake
2024-05-31 03:25:30,Wake
2024-05-31 03:26:00,Wake
2024-05-31 03:26:30,Wake
2024-05-31 03:27:00,Wake
2024-05-31 03:27:30,Wake
2024-05-31 03:28:00,Wake
2024-05-31 03:28:30,Wake
2024-05-31 03:29:00,Wake
2024-05-31 03:29:30,Wake
2024-05-31 03:30:00,Wake
2024-05-31 03:30:30,Wake
2024-05-31 03:31:00,Wake
2024-05-31 03:31:30,Wake
2024-05-31 03:32:00,Wake
2024-05-31 03:32:30,Wake
2024-05-31 03:33:00,Wake
2024-05-31 03:33:30,Wake
2024-05-31 03:34:00,Wake
2024-05-31 03:34:30,Wake
2024-05-31 03:35:00,Wake
2024-05-31 03:35:30,Wake
2024-05-31 03:36:00,Wake
2024-05-31 03:36:30,Wake
2024-05-31 03:37:00,Wake
2024-05-31 03:37:30,Wake
2024-05-31 03:38:00,Wake
2024-05-31 03:38:30,Wake
2024-05-31 03:39:00,Wake
2024-05-31 03:39:30,Wake
2024-05-31 03:40:00,Wake
2024-05-31 03:40:30,N1
2024-05-31 03:41:00,N1
2024-05-31 03:41:30,N1
2024-05-31 03:42:00,N1
2024-05-31 03:42:30,N1
2024-05-31 03:43:00,N1
2024-05-31 03:43:30,N1
2024-05-31 03:44:00,N1
2024-05-31 03:44:30,N1
2024-05-31 03:45:00,N1
2024-05-31 03:45:30,N1
2024-05-31 03:46:00,N1
2024-05-31 03:46:30,N1
2024-05-31 03:47:00,N1
2024-05-31 03:47:30,N1
2024-05-31 03:48:00,N1
2024-05-31 03:48:30,N1
2024-05-31 03:49:00,N1
2024-05-31 03:49:30,N1
2024-05-31 03:50:00,N1
2024-05-31 03:50:30,N1
2024-05-31 03:51:00,N1
2024-05-31 03:51:30,N1
2024-05-31 03:52:00,N1
2024-05-31 03:52:30,N1
2024-05-31 03:53:00,N1
2024-05-31 03:53:30,N1
2024-05-31 03:54:00,N1
2024-05-31 03:54:30,N1
2024-05-31 03:55:00,N1
2024-05-31 03:55:30,N2
2024-05-31 03:56:00,N2
2024-05-31 03:56:30,N2
2024-05-31 03:57:00,N2
2024-05-31 03:57:30,N2
2024-05-31 03:58:00,N2
2024-05-31 03:58:30,N2
2024-05-31 03:59:00,N2
2024-05-31 03:59:30,N2
2024-05-31 04:00:00,N2
